"","Precinct","First","Second","Third","Ward"
"10914","P-07","MARK V ANDERSON","JOSHUA REA","BOB ""AGAIN"" CARNEY JR","W-11"
"10915","P-06","MARK ANDREW","CAM WINTON","JAMES EVERETT","W-1"
"10916","P-08","BETSY HODGES","BOB FINE","CHRISTOPHER ROBIN ZIMMERMAN","W-7"
"10917","P-03","MARK ANDREW","undervote","undervote","W-6"
"10918","P-06","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-13"
"10919","P-01","MARK ANDREW","JACKIE CHERRYHOMES","DON SAMUELS","W-13"
"10920","P-05","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-13"
"10921","P-02","BETSY HODGES","ALICIA K. BENNETT","JOSHUA REA","W-4"
"10922","P-01","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-5"
"10923","P-08","MARK ANDREW","undervote","undervote","W-4"
"10924","P-07","BETSY HODGES","JACKIE CHERRYHOMES","TROY BENJEGERDES","W-1"
"10925","P-03","CAM WINTON","undervote","undervote","W-4"
"10926","P-09","BETSY HODGES","KURTIS W. HANNA","DON SAMUELS","W-7"
"10927","P-01","BETSY HODGES","DOUG MANN","undervote","W-9"
"10928","P-02","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-11"
"10929","P-02","BETSY HODGES","DON SAMUELS","MARK V ANDERSON","W-6"
"10930","P-06","BETSY HODGES","DON SAMUELS","JAMES EVERETT","W-3"
"10931","P-01","BOB FINE","MARK ANDREW","JACKIE CHERRYHOMES","W-4"
"10932","P-04","BETSY HODGES","DON SAMUELS","UWI","W-1"
"10933","P-08","CAM WINTON","OLE SAVIOR","DAN COHEN","W-2"
"10934","P-07","BETSY HODGES","BOB FINE","undervote","W-13"
"10935","P-02","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-11"
"10936","P-09","BETSY HODGES","undervote","undervote","W-7"
"10937","P-08","BETSY HODGES","DON SAMUELS","undervote","W-13"
"10938","P-07","CAM WINTON","undervote","undervote","W-3"
"10939","P-01","BETSY HODGES","undervote","undervote","W-13"
"10940","P-09","BETSY HODGES","DOUG MANN","TROY BENJEGERDES","W-2"
"10941","P-03","BETSY HODGES","undervote","undervote","W-12"
"10942","P-04","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-1"
"10943","P-08","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-2"
"10944","P-01","BETSY HODGES","DON SAMUELS","CAM WINTON","W-12"
"10945","P-05","MARK ANDREW","CAM WINTON","undervote","W-1"
"10946","P-08","DON SAMUELS","MIKE GOULD","MARK ANDREW","W-12"
"10947","P-04","MARK ANDREW","BETSY HODGES","STEPHANIE WOODRUFF","W-10"
"10948","P-6C","BOB FINE","JACKIE CHERRYHOMES","CAPTAIN JACK SPARROW","W-5"
"10949","P-08","BETSY HODGES","MARK ANDREW","undervote","W-2"
"10950","P-01","MARK ANDREW","BETSY HODGES","ALICIA K. BENNETT","W-12"
"10951","P-07","DON SAMUELS","JACKIE CHERRYHOMES","undervote","W-10"
"10952","P-01","MARK ANDREW","BETSY HODGES","DAN COHEN","W-11"
"10953","P-08","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-7"
"10954","P-07","BOB FINE","DON SAMUELS","BOB ""AGAIN"" CARNEY JR","W-9"
"10955","P-02D","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-7"
"10956","P-03","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-1"
"10957","P-03","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-13"
"10958","P-01","DON SAMUELS","DAN COHEN","MARK ANDREW","W-4"
"10959","P-02D","CAM WINTON","MARK V ANDERSON","MARK ANDREW","W-7"
"10960","P-01","MARK ANDREW","DON SAMUELS","DOUG MANN","W-2"
"10961","P-02","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-13"
"10962","P-06","DON SAMUELS","CAM WINTON","CAPTAIN JACK SPARROW","W-8"
"10963","P-07","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-13"
"10964","P-04","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-12"
"10965","P-06","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-10"
"10966","P-03","CAM WINTON","DAN COHEN","DON SAMUELS","W-3"
"10967","P-01","BETSY HODGES","undervote","undervote","W-6"
"10968","P-09","JACKIE CHERRYHOMES","BETSY HODGES","BOB FINE","W-13"
"10969","P-07","DON SAMUELS","JACKIE CHERRYHOMES","BETSY HODGES","W-11"
"10970","P-02","BETSY HODGES","STEPHANIE WOODRUFF","JACKIE CHERRYHOMES","W-9"
"10971","P-08","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-13"
"10972","P-03","DON SAMUELS","JACKIE CHERRYHOMES","CAM WINTON","W-1"
"10973","P-01","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-13"
"10974","P-06","MARK ANDREW","MIKE GOULD","BOB FINE","W-9"
"10975","P-05","MARK ANDREW","undervote","undervote","W-7"
"10976","P-05","BETSY HODGES","MARK ANDREW","CAM WINTON","W-13"
"10977","P-08","BETSY HODGES","DON SAMUELS","undervote","W-4"
"10978","P-02","BETSY HODGES","CAM WINTON","undervote","W-11"
"10979","P-01","BETSY HODGES","MARK ANDREW","BOB FINE","W-11"
"10980","P-04","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-11"
"10981","P-06","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-13"
"10982","P-08","BOB FINE","CAM WINTON","BETSY HODGES","W-8"
"10983","P-6C","DON SAMUELS","MARK V ANDERSON","MARK ANDREW","W-5"
"10984","P-08","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-3"
"10985","P-02","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-11"
"10986","P-06","BETSY HODGES","DAN COHEN","undervote","W-1"
"10987","P-07","MARK ANDREW","BETSY HODGES","undervote","W-3"
"10988","P-02","undervote","undervote","undervote","W-6"
"10989","P-05","BETSY HODGES","undervote","undervote","W-7"
"10990","P-02","JACKIE CHERRYHOMES","undervote","undervote","W-4"
"10991","P-02","BETSY HODGES","CAM WINTON","MARK ANDREW","W-11"
"10992","P-05","MARK ANDREW","STEPHANIE WOODRUFF","BOB FINE","W-13"
"10993","P-03","JACKIE CHERRYHOMES","BETSY HODGES","DON SAMUELS","W-2"
"10994","P-01","DON SAMUELS","CAM WINTON","MARK V ANDERSON","W-3"
"10995","P-03","MARK ANDREW","JACKIE CHERRYHOMES","BOB FINE","W-11"
"10996","P-01","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-4"
"10997","P-02","TONY LANE","BETSY HODGES","DON SAMUELS","W-3"
"10998","P-09","MARK ANDREW","DON SAMUELS","CAM WINTON","W-13"
"10999","P-01","DAN COHEN","undervote","undervote","W-2"
"11000","P-6C","undervote","undervote","undervote","W-5"
"11001","P-05","DAN COHEN","DON SAMUELS","TROY BENJEGERDES","W-1"
"11002","P-08","BOB FINE","DON SAMUELS","BETSY HODGES","W-2"
"11003","P-07","BETSY HODGES","undervote","undervote","W-8"
"11004","P-08","DON SAMUELS","JACKIE CHERRYHOMES","BETSY HODGES","W-8"
"11005","P-05","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-2"
"11006","P-08","DON SAMUELS","BETSY HODGES","CAM WINTON","W-3"
"11007","P-06","DON SAMUELS","BETSY HODGES","BOB FINE","W-13"
"11008","P-01","MARK ANDREW","undervote","undervote","W-11"
"11009","P-05","MARK ANDREW","STEPHANIE WOODRUFF","BETSY HODGES","W-11"
"11010","P-05","CAM WINTON","CHRISTOPHER ROBIN ZIMMERMAN","undervote","W-13"
"11011","P-06","CAM WINTON","BOB FINE","undervote","W-11"
"11012","P-05","MARK ANDREW","undervote","undervote","W-12"
"11013","P-06","MARK ANDREW","BETSY HODGES","CAPTAIN JACK SPARROW","W-12"
"11014","P-07","BETSY HODGES","MARK ANDREW","CAM WINTON","W-10"
"11015","P-03","CAPTAIN JACK SPARROW","BETSY HODGES","JACKIE CHERRYHOMES","W-12"
"11016","P-09","BOB FINE","CAM WINTON","MARK ANDREW","W-3"
"11017","P-09","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-7"
"11018","P-10","JEFFREY ALAN WAGNER","MARK ANDREW","DOUG MANN","W-2"
"11019","P-01","JACKIE CHERRYHOMES","BETSY HODGES","ALICIA K. BENNETT","W-5"
"11020","P-03","MARK ANDREW","JACKIE CHERRYHOMES","CAPTAIN JACK SPARROW","W-3"
"11021","P-01","MARK ANDREW","UWI","DAN COHEN","W-12"
"11022","P-08","BETSY HODGES","MARK ANDREW","DAN COHEN","W-3"
"11023","P-08","DON SAMUELS","BETSY HODGES","MARK ANDREW","W-13"
"11024","P-02","CAM WINTON","BETSY HODGES","undervote","W-12"
"11025","P-05","JACKIE CHERRYHOMES","BETSY HODGES","MARK ANDREW","W-8"
"11026","P-04","BETSY HODGES","DON SAMUELS","STEPHANIE WOODRUFF","W-9"
"11027","P-06","DON SAMUELS","undervote","undervote","W-3"
"11028","P-06","STEPHANIE WOODRUFF","JACKIE CHERRYHOMES","CAM WINTON","W-13"
"11029","P-01","CAM WINTON","MARK V ANDERSON","undervote","W-11"
"11030","P-04","BETSY HODGES","undervote","undervote","W-10"
"11031","P-04","BOB FINE","JACKIE CHERRYHOMES","CAM WINTON","W-1"
"11032","P-04","MARK ANDREW","ALICIA K. BENNETT","ABDUL M RAHAMAN ""THE ROCK""","W-6"
"11033","P-08","DON SAMUELS","BETSY HODGES","BOB FINE","W-5"
"11034","P-03","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-13"
"11035","P-07","MARK ANDREW","BETSY HODGES","STEPHANIE WOODRUFF","W-10"
"11036","P-02","JOSHUA REA","undervote","undervote","W-4"
"11037","P-01","JACKIE CHERRYHOMES","undervote","undervote","W-10"
"11038","P-02","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-13"
"11039","P-05","BOB FINE","undervote","undervote","W-5"
"11040","P-06","DAN COHEN","BETSY HODGES","TROY BENJEGERDES","W-3"
"11041","P-07","JAMES EVERETT","BETSY HODGES","DON SAMUELS","W-10"
"11042","P-06","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-2"
"11043","P-08","ALICIA K. BENNETT","DON SAMUELS","GREGG A. IVERSON","W-12"
"11044","P-06","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-10"
"11045","P-01","DON SAMUELS","BETSY HODGES","BOB FINE","W-10"
"11046","P-07","BETSY HODGES","JACKIE CHERRYHOMES","KURTIS W. HANNA","W-8"
"11047","P-05","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-2"
"11048","P-02","BETSY HODGES","DOUG MANN","MARK ANDREW","W-12"
"11049","P-05","undervote","undervote","undervote","W-1"
"11050","P-07","DAN COHEN","DON SAMUELS","JACKIE CHERRYHOMES","W-9"
"11051","P-07","MARK ANDREW","BETSY HODGES","STEPHANIE WOODRUFF","W-3"
"11052","P-04","BOB FINE","MARK ANDREW","JAYMIE KELLY","W-11"
"11053","P-01","BETSY HODGES","JACKIE CHERRYHOMES","CAM WINTON","W-2"
"11054","P-08","BETSY HODGES","JAMES EVERETT","DOUG MANN","W-12"
"11055","P-04","BETSY HODGES","DON SAMUELS","CAPTAIN JACK SPARROW","W-1"
"11056","P-05A","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-10"
"11057","P-09","JACKIE CHERRYHOMES","undervote","undervote","W-7"
"11058","P-06","MARK ANDREW","BETSY HODGES","undervote","W-9"
"11059","P-03","BETSY HODGES","MARK ANDREW","undervote","W-3"
"11060","P-06","DON SAMUELS","BETSY HODGES","JACKIE CHERRYHOMES","W-3"
"11061","P-02","MERRILL ANDERSON","CYD GORMAN","DAN COHEN","W-4"
"11062","P-08","BETSY HODGES","CAM WINTON","MARK ANDREW","W-1"
"11063","P-02","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-8"
"11064","P-08","CAM WINTON","STEPHANIE WOODRUFF","BOB FINE","W-4"
"11065","P-01","TROY BENJEGERDES","JAYMIE KELLY","ABDUL M RAHAMAN ""THE ROCK""","W-9"
"11066","P-07","CAM WINTON","DAN COHEN","MARK V ANDERSON","W-8"
"11067","P-08","CAM WINTON","MARK ANDREW","DON SAMUELS","W-11"
"11068","P-05","CAM WINTON","undervote","undervote","W-3"
"11069","P-07","BETSY HODGES","MARK ANDREW","STEPHANIE WOODRUFF","W-10"
"11070","P-01","MARK ANDREW","DOUG MANN","CAPTAIN JACK SPARROW","W-9"
"11071","P-05","CAM WINTON","undervote","undervote","W-3"
"11072","P-03","CAM WINTON","undervote","undervote","W-9"
"11073","P-07","BOB FINE","BETSY HODGES","CAM WINTON","W-1"
"11074","P-04","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-11"
"11075","P-03","MARK ANDREW","ALICIA K. BENNETT","BETSY HODGES","W-11"
"11076","P-08","DON SAMUELS","MARK ANDREW","JACKIE CHERRYHOMES","W-7"
"11077","P-08","DON SAMUELS","MARK ANDREW","undervote","W-7"
"11078","P-02","undervote","undervote","undervote","W-3"
"11079","P-03","BETSY HODGES","DON SAMUELS","MARK V ANDERSON","W-11"
"11080","P-02","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-11"
"11081","P-07","CAM WINTON","DAN COHEN","undervote","W-9"
"11082","P-04","GREGG A. IVERSON","MARK V ANDERSON","JACKIE CHERRYHOMES","W-9"
"11083","P-01","DON SAMUELS","MARK ANDREW","CAM WINTON","W-13"
"11084","P-06","BETSY HODGES","BOB FINE","MARK ANDREW","W-2"
"11085","P-09","MARK ANDREW","undervote","undervote","W-6"
"11086","P-04D","BOB FINE","DON SAMUELS","JACKIE CHERRYHOMES","W-7"
"11087","P-02","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-12"
"11088","P-03","MARK ANDREW","MARK ANDREW","MARK ANDREW","W-13"
"11089","P-07","undervote","undervote","undervote","W-3"
"11090","P-04","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-4"
"11091","P-05","OLE SAVIOR","undervote","undervote","W-12"
"11092","P-01","MARK ANDREW","BETSY HODGES","undervote","W-3"
"11093","P-09","BETSY HODGES","BETSY HODGES","BETSY HODGES","W-6"
"11094","P-01","STEPHANIE WOODRUFF","BETSY HODGES","JACKIE CHERRYHOMES","W-13"
"11095","P-01","MARK ANDREW","JACKIE CHERRYHOMES","DON SAMUELS","W-10"
"11096","P-07","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-9"
"11097","P-05","ABDUL M RAHAMAN ""THE ROCK""","ABDUL M RAHAMAN ""THE ROCK""","ABDUL M RAHAMAN ""THE ROCK""","W-6"
"11098","P-06","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-11"
"11099","P-04","STEPHANIE WOODRUFF","BETSY HODGES","CAM WINTON","W-1"
"11100","P-01","BETSY HODGES","undervote","undervote","W-9"
"11101","P-02","DON SAMUELS","MARK ANDREW","BETSY HODGES","W-9"
"11102","P-02","BETSY HODGES","CAM WINTON","MARK ANDREW","W-13"
"11103","P-04","CAM WINTON","MARK ANDREW","BOB FINE","W-13"
"11104","P-03","MARK ANDREW","undervote","undervote","W-3"
"11105","P-07","MARK ANDREW","DON SAMUELS","JACKIE CHERRYHOMES","W-11"
"11106","P-06","MARK ANDREW","STEPHANIE WOODRUFF","BETSY HODGES","W-1"
"11107","P-05","BETSY HODGES","MARK ANDREW","undervote","W-13"
"11108","P-02","MARK ANDREW","BETSY HODGES","JOSHUA REA","W-4"
"11109","P-04","MARK ANDREW","undervote","undervote","W-9"
"11110","P-09","MARK ANDREW","BETSY HODGES","NEAL BAXTER","W-7"
"11111","P-04","CAM WINTON","DAN COHEN","OLE SAVIOR","W-1"
"11112","P-04","BETSY HODGES","MARK ANDREW","BOB FINE","W-11"
"11113","P-01","CAM WINTON","DON SAMUELS","MARK ANDREW","W-4"
"11114","P-01","JACKIE CHERRYHOMES","DON SAMUELS","BETSY HODGES","W-5"
"11115","P-07","MARK ANDREW","undervote","undervote","W-8"
"11116","P-02","BETSY HODGES","MARK ANDREW","undervote","W-8"
"11117","P-06","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-13"
"11118","P-02","BETSY HODGES","STEPHANIE WOODRUFF","MARK ANDREW","W-2"
"11119","P-03","BETSY HODGES","CAM WINTON","DON SAMUELS","W-12"
"11120","P-02","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-1"
"11121","P-06","MARK ANDREW","DOUG MANN","undervote","W-11"
"11122","P-06","DAN COHEN","CHRISTOPHER ROBIN ZIMMERMAN","MARK V ANDERSON","W-3"
"11123","P-05","CAM WINTON","JACKIE CHERRYHOMES","BETSY HODGES","W-12"
"11124","P-06","MARK ANDREW","DON SAMUELS","BETSY HODGES","W-13"
"11125","P-04","BETSY HODGES","STEPHANIE WOODRUFF","DON SAMUELS","W-1"
"11126","P-08","CAM WINTON","CHRISTOPHER CLARK","OLE SAVIOR","W-8"
"11127","P-05","BETSY HODGES","STEPHANIE WOODRUFF","DON SAMUELS","W-12"
"11128","P-03","MARK V ANDERSON","undervote","undervote","W-6"
"11129","P-05","MARK ANDREW","ABDUL M RAHAMAN ""THE ROCK""","GREGG A. IVERSON","W-2"
"11130","P-08","BETSY HODGES","STEPHANIE WOODRUFF","JEFFREY ALAN WAGNER","W-7"
"11131","P-05","OLE SAVIOR","MARK V ANDERSON","RAHN V. WORKCUFF","W-12"
"11132","P-6C","MARK ANDREW","JACKIE CHERRYHOMES","CAM WINTON","W-5"
"11133","P-02","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-10"
"11134","P-02D","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-7"
"11135","P-07","MARK ANDREW","BETSY HODGES","CAM WINTON","W-7"
"11136","P-03A","BETSY HODGES","undervote","undervote","W-10"
"11137","P-01","DON SAMUELS","JACKIE CHERRYHOMES","BETSY HODGES","W-9"
"11138","P-07","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-3"
"11139","P-02","BETSY HODGES","MARK ANDREW","undervote","W-11"
"11140","P-09","NEAL BAXTER","DON SAMUELS","MARK ANDREW","W-7"
"11141","P-08","JOSHUA REA","MERRILL ANDERSON","ABDUL M RAHAMAN ""THE ROCK""","W-5"
"11142","P-03","undervote","undervote","undervote","W-4"
"11143","P-08","MIKE GOULD","undervote","undervote","W-10"
"11144","P-01","MARK ANDREW","BETSY HODGES","undervote","W-11"
"11145","P-06","BETSY HODGES","MARK ANDREW","CAM WINTON","W-13"
"11146","P-06","JACKIE CHERRYHOMES","undervote","undervote","W-9"
"11147","P-02","MARK ANDREW","BOB FINE","MIKE GOULD","W-13"
"11148","P-06","DON SAMUELS","BETSY HODGES","undervote","W-6"
"11149","P-02","JACKIE CHERRYHOMES","MARK ANDREW","BETSY HODGES","W-11"
"11150","P-08","BETSY HODGES","JACKIE CHERRYHOMES","DAN COHEN","W-3"
"11151","P-05","BETSY HODGES","JACKIE CHERRYHOMES","DON SAMUELS","W-9"
"11152","P-02","MARK ANDREW","undervote","DON SAMUELS","W-13"
"11153","P-04","MARK ANDREW","BETSY HODGES","STEPHANIE WOODRUFF","W-12"
"11154","P-09","BETSY HODGES","DON SAMUELS","DOUG MANN","W-1"
"11155","P-06","BETSY HODGES","MARK ANDREW","undervote","W-10"
"11156","P-04","CHRISTOPHER CLARK","DAN COHEN","CAM WINTON","W-8"
"11157","P-03","MARK ANDREW","BETSY HODGES","undervote","W-7"
"11158","P-01","JACKIE CHERRYHOMES","undervote","undervote","W-2"
"11159","P-04","MARK ANDREW","JACKIE CHERRYHOMES","CAM WINTON","W-13"
"11160","P-05","DON SAMUELS","BOB FINE","BETSY HODGES","W-8"
"11161","P-03","MARK ANDREW","STEPHANIE WOODRUFF","BOB FINE","W-4"
"11162","P-02","JACKIE CHERRYHOMES","DON SAMUELS","undervote","W-5"
"11163","P-07","MARK ANDREW","BETSY HODGES","STEPHANIE WOODRUFF","W-3"
"11164","P-03","MARK ANDREW","undervote","undervote","W-6"
"11165","P-04","MARK ANDREW","CAM WINTON","JACKIE CHERRYHOMES","W-11"
"11166","P-05","DAN COHEN","JACKIE CHERRYHOMES","undervote","W-4"
"11167","P-04D","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-7"
"11168","P-02D","MARK ANDREW","CAM WINTON","undervote","W-7"
"11169","P-05","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-3"
"11170","P-02","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-1"
"11171","P-07","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-11"
"11172","P-10","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-11"
"11173","P-01","MARK ANDREW","BETSY HODGES","JACKIE CHERRYHOMES","W-2"
"11174","P-06","MARK ANDREW","undervote","undervote","W-6"
"11175","P-05","MARK ANDREW","DON SAMUELS","undervote","W-2"
"11176","P-07","BETSY HODGES","DON SAMUELS","DOUG MANN","W-4"
"11177","P-02","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-6"
"11178","P-03","BETSY HODGES","MARK ANDREW","CAM WINTON","W-7"
"11179","P-02","MARK ANDREW","BETSY HODGES","undervote","W-10"
"11180","P-05A","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-10"
"11181","P-01","BETSY HODGES","BOB FINE","STEPHANIE WOODRUFF","W-2"
"11182","P-08","DON SAMUELS","DAN COHEN","MARK ANDREW","W-4"
"11183","P-04","MARK ANDREW","undervote","undervote","W-13"
"11184","P-01","BETSY HODGES","BETSY HODGES","BETSY HODGES","W-8"
"11185","P-03","DOUG MANN","JAMES EVERETT","TONY LANE","W-7"
"11186","P-02","BETSY HODGES","MARK ANDREW","DON SAMUELS","W-13"
"11187","P-02","JEFFREY ALAN WAGNER","JAMES ""JIMMY"" L. STROUD, JR.","TONY LANE","W-1"
"11188","P-04","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-13"
"11189","P-02","BETSY HODGES","DAN COHEN","JACKIE CHERRYHOMES","W-9"
"11190","P-05","BETSY HODGES","DON SAMUELS","JAYMIE KELLY","W-9"
"11191","P-08","DON SAMUELS","undervote","undervote","W-5"
"11192","P-03","BETSY HODGES","undervote","undervote","W-13"
"11193","P-08","CAM WINTON","undervote","undervote","W-11"
"11194","P-07","JOHN LESLIE HARTWIG","RAHN V. WORKCUFF","NEAL BAXTER","W-10"
"11195","P-03","undervote","undervote","undervote","W-5"
"11196","P-02","BETSY HODGES","DON SAMUELS","DOUG MANN","W-9"
"11197","P-01","CHRISTOPHER ROBIN ZIMMERMAN","CHRISTOPHER CLARK","OLE SAVIOR","W-13"
"11198","P-01","BETSY HODGES","JAMES EVERETT","undervote","W-2"
"11199","P-06","MARK ANDREW","BETSY HODGES","DOUG MANN","W-12"
"11200","P-05","undervote","undervote","undervote","W-6"
"11201","P-02","BILL KAHN","CAPTAIN JACK SPARROW","KURTIS W. HANNA","W-1"
"11202","P-02","MARK V ANDERSON","MARK V ANDERSON","STEPHANIE WOODRUFF","W-6"
"11203","P-05","MARK ANDREW","JACKIE CHERRYHOMES","undervote","W-3"
"11204","P-09","undervote","undervote","undervote","W-3"
"11205","P-03","BETSY HODGES","DOUG MANN","DON SAMUELS","W-3"
"11206","P-08","MARK ANDREW","JACKIE CHERRYHOMES","BETSY HODGES","W-3"
"11207","P-09","MARK ANDREW","undervote","undervote","W-12"
"11208","P-08","DON SAMUELS","BOB FINE","MARK ANDREW","W-2"
"11209","P-02","MARK ANDREW","JACKIE CHERRYHOMES","undervote","W-2"
"11210","P-01","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-13"
"11211","P-05","MARK ANDREW","undervote","undervote","W-6"
"11212","P-05","CAM WINTON","BETSY HODGES","undervote","W-3"
"11213","P-05","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-8"
"11214","P-01","MARK ANDREW","STEPHANIE WOODRUFF","MIKE GOULD","W-2"
"11215","P-01","DAN COHEN","JACKIE CHERRYHOMES","BOB FINE","W-12"
"11216","P-05","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-9"
"11217","P-08","JACKIE CHERRYHOMES","undervote","JACKIE CHERRYHOMES","W-5"
"11218","P-03","CAM WINTON","undervote","undervote","W-9"
"11219","P-10","MARK ANDREW","MIKE GOULD","ALICIA K. BENNETT","W-12"
"11220","P-04D","MARK ANDREW","BETSY HODGES","DON SAMUELS","W-7"
"11221","P-06","MARK ANDREW","CAM WINTON","undervote","W-11"
"11222","P-06","BETSY HODGES","DON SAMUELS","undervote","W-12"
"11223","P-05","BETSY HODGES","MARK ANDREW","undervote","W-3"
"11224","P-01","BOB FINE","undervote","undervote","W-13"
"11225","P-01","BOB FINE","DON SAMUELS","BETSY HODGES","W-6"
"11226","P-09","JACKIE CHERRYHOMES","undervote","undervote","W-12"
"11227","P-08","DON SAMUELS","MARK ANDREW","DON SAMUELS","W-2"
"11228","P-02","BETSY HODGES","MARK V ANDERSON","DON SAMUELS","W-1"
"11229","P-06","BETSY HODGES","DON SAMUELS","JACKIE CHERRYHOMES","W-13"
"11230","P-05","BETSY HODGES","undervote","undervote","W-6"
"11231","P-03","DAN COHEN","JACKIE CHERRYHOMES","BETSY HODGES","W-8"
"11232","P-06","MARK ANDREW","BOB FINE","STEPHANIE WOODRUFF","W-13"
"11233","P-05","OLE SAVIOR","OLE SAVIOR","OLE SAVIOR","W-7"
"11234","P-04","MARK ANDREW","BETSY HODGES","CAM WINTON","W-10"
"11235","P-08","BETSY HODGES","MARK ANDREW","JACKIE CHERRYHOMES","W-12"
"11236","P-10","DON SAMUELS","BETSY HODGES","CAM WINTON","W-11"
"11237","P-02","CHRISTOPHER CLARK","CHRISTOPHER ROBIN ZIMMERMAN","OLE SAVIOR","W-4"
"11238","P-01","BETSY HODGES","DON SAMUELS","CAM WINTON","W-12"
"11239","P-03A","DAN COHEN","CAM WINTON","OLE SAVIOR","W-10"
"11240","P-08","BETSY HODGES","DON SAMUELS","MARK ANDREW","W-2"
"11241","P-07","DAN COHEN","JOHN LESLIE HARTWIG","CHRISTOPHER ROBIN ZIMMERMAN","W-10"
"11242","P-07","BETSY HODGES","JACKIE CHERRYHOMES","MARK ANDREW","W-4"
"11243","P-03","DON SAMUELS","JACKIE CHERRYHOMES","undervote","W-13"
"11244","P-07","DON SAMUELS","BETSY HODGES","JAMES EVERETT","W-9"
"11245","P-08","BOB FINE","MARK ANDREW","MARK V ANDERSON","W-5"
"11246","P-07","BETSY HODGES","BOB FINE","MARK ANDREW","W-9"
"11247","P-09","BETSY HODGES","MARK ANDREW","undervote","W-7"
"11248","P-06","CAM WINTON","DON SAMUELS","undervote","W-12"
"11249","P-03","MARK ANDREW","DOUG MANN","JAMES EVERETT","W-2"
"11250","P-02","MARK ANDREW","BOB FINE","DOUG MANN","W-9"
